ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3433,4,160.2,2,21.2,43,1568.320833,0.009183673,0.02292517,28.05716135,0.0,7,3,3,6,4,2,0,0
3434,8,108.8333333,0,0.0,21,780.5833332999998,0.008695652,0.017391304,25.03946022,0.0,8,1,7,0,12,1,0,1
3435,4,128.5,0,0.0,14,273.25,0.0,0.0125,0.0,0.0,2,3,11,2,7,2,1,0
3436,0,0.0,0,0.0,9,210.5,0.044444444000000013,0.07111111099999999,0.0,0.2,2,1,7,0,12,2,0,0
3437,2,27.0,1,35.0,19,461.05,0.016666667,0.026190476,16.33942857,0.0,1,5,10,0,8,2,0,0
3438,0,0.0,0,0.0,67,771.4133333,0.0,0.004205128,0.0,0.0,5,3,11,4,8,2,0,0
3439,2,0.0,0,0.0,0,0.0,0.2,0.2,0.0,0.0,2,3,10,0,2,2,1,0
3440,0,0.0,0,0.0,38,1338.778571,0.011111111000000002,0.024532828,0.0,0.0,8,3,3,0,12,2,1,0
3441,0,0.0,2,172.0,32,1227.047222,0.005882353000000001,0.015787285,6.380862745,0.0,2,1,10,0,2,2,0,0
3442,9,72.94444444,2,125.0952381,17,318.0730159,0.008695652,0.035397452999999995,0.0,0.0,1,5,10,7,4,2,0,0
3443,0,0.0,0,0.0,3,8.0,0.0,0.1,0.0,0.0,2,1,10,0,12,2,0,0
3444,4,53.2,0,0.0,14,496.9666667,0.0,0.009803922,0.0,0.0,7,1,10,8,18,2,0,0
3445,2,135.0,0,0.0,25,1684.375,0.014814815,0.052674897000000005,0.0,0.0,4,3,3,7,12,2,1,0
3446,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,8,5,10,2,12,2,0,0
3447,3,269.1666667,0,0.0,36,2281.208333,0.022916667,0.046203704000000005,0.0,0.0,2,5,10,1,7,2,0,0
3448,0,0.0,0,0.0,5,43.9,0.0,0.02,0.0,0.0,6,1,10,0,4,2,0,0
3449,0,0.0,0,0.0,4,143.5,0.033333333,0.058333333,0.0,0.0,9,3,3,0,4,2,0,0
3450,10,130.625,0,0.0,20,707.1666667000002,0.0,0.007222221999999999,0.0,0.0,8,0,3,0,12,2,0,0
3451,1,27.2,0,0.0,21,1003.658333,0.010526316,0.019064327,0.0,0.0,7,5,10,2,18,2,0,0
3452,0,0.0,0,0.0,10,338.5,0.0,0.02,32.382,0.0,2,1,10,5,8,2,0,1
3453,10,549.0,5,608.45,213,9151.494242,0.003111111,0.013391698,2.568483894,0.0,7,1,10,0,4,2,0,1
3454,0,0.0,0,0.0,2,83.0,0.0,0.05,0.0,0.6,2,3,10,5,7,1,0,0
3455,0,0.0,0,0.0,73,3324.597222,0.017123288,0.040273973,0.0,0.0,8,1,10,0,14,2,0,1
3456,0,0.0,0,0.0,5,171.5,0.0,0.02,0.0,0.0,1,3,3,0,4,2,0,0
3457,6,245.4666667,0,0.0,57,1575.216667,0.006896551999999999,0.030172414,0.0,0.0,2,0,10,6,2,2,0,0
3458,0,0.0,0,0.0,5,109.5,0.08,0.093333333,0.0,0.4,2,5,10,0,14,2,0,0
3459,0,0.0,0,0.0,24,580.2,0.0,0.012121212,17.12545455,0.0,1,1,10,0,8,2,0,1
3460,0,0.0,0,0.0,2,62.0,0.0,0.05,0.0,0.0,1,3,3,5,5,2,0,0
3461,3,65.5,3,60.0,30,1383.375,0.014141414,0.039393939,43.20756866,0.0,8,1,10,0,8,2,0,0
3462,0,0.0,0,0.0,5,236.0,0.0,0.04,0.0,0.0,1,3,3,1,8,2,0,0
3463,1,79.0,0,0.0,22,1017.166667,0.013043478,0.022318841,0.0,0.0,8,3,3,0,4,2,1,0
3464,4,71.5,0,0.0,42,758.75,0.0044444440000000005,0.015555556000000003,0.0,0.0,1,1,7,5,4,2,0,0
3465,1,4.0,1,12.0,16,1012.964286,0.011764706000000002,0.023529412000000003,0.0,0.0,9,1,10,3,5,2,0,0
3466,0,0.0,0,0.0,2,153.0,0.0,0.05,0.0,0.0,1,1,7,1,8,2,0,0
3467,0,0.0,0,0.0,41,1444.166667,0.009756098,0.026829268,0.0,0.0,2,1,10,0,7,2,0,0
3468,1,19.0,0,0.0,16,278.9142857,0.007142857,0.04,0.0,0.0,2,3,11,0,7,2,1,0
3469,0,0.0,0,0.0,8,135.83333330000002,0.0,0.025,0.0,0.4,2,1,10,4,12,2,0,0
3470,4,55.575,0,0.0,4,42.575,0.0,0.011428571,0.0,0.0,8,3,3,0,11,1,0,0
3471,1,40.5,0,0.0,49,1587.25,0.0,0.011538462,35.79969486,0.0,8,1,10,6,14,2,0,1
3472,0,0.0,1,0.0,10,326.6666667,0.0,0.045454545,0.0,0.0,2,3,3,2,8,2,1,0
3473,0,0.0,0,0.0,20,436.1,0.04,0.07,0.0,0.0,3,3,3,2,12,2,0,0
3474,5,110.3,1,21.8,78,3621.606667,0.0,0.006024096,18.78186098,0.0,4,1,1,2,8,2,0,0
3475,0,0.0,0,0.0,8,142.0,0.0,0.05,0.0,0.0,1,1,6,5,12,2,0,0
3476,0,0.0,1,62.5,67,2876.441667,0.015196078,0.027326203,0.0,0.0,9,1,10,0,8,2,0,0
3477,6,72.04,2,206.6,24,709.4333333,0.007142857,0.016666667,15.70942935,0.0,5,1,10,5,4,2,0,1
3478,1,0.0,0,0.0,23,975.75,0.0,0.05030303,16.197,0.0,2,1,10,1,2,2,1,0
3479,1,12.0,0,0.0,16,565.4166667000002,0.028571429,0.027380952000000004,0.0,0.0,8,5,10,0,5,2,0,0
3480,4,167.5,0,0.0,22,869.9,0.0,0.026388889,33.53327578,0.0,1,1,8,2,5,2,0,1
3481,0,0.0,0,0.0,19,1210.1,0.0,0.005555556,0.0,0.0,8,3,3,6,5,2,0,0
3482,1,48.4,0,0.0,22,2707.386667,0.0,0.009722222,0.0,0.0,6,5,10,0,8,2,1,0
3483,0,0.0,2,183.0,16,866.4166667000003,0.0,0.0044444440000000005,0.0,0.0,8,0,3,6,12,2,1,0
3484,4,155.0,0,0.0,31,2130.6938370000007,0.025,0.032482778,0.0,0.0,8,5,10,7,12,2,0,0
3485,0,0.0,0,0.0,11,326.5,0.036363636,0.077272727,0.0,0.0,8,3,3,2,12,2,0,0
3486,0,0.0,0,0.0,3,22.5,0.0,0.066666667,0.0,0.0,2,3,10,6,4,2,1,0
3487,0,0.0,0,0.0,21,304.5416667,0.00952381,0.023809524,0.0,0.0,9,1,10,6,5,2,0,0
3488,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,5,10,5,5,2,0,0
3489,0,0.0,0,0.0,80,801.802381,0.0,0.0035,0.0,0.0,1,1,10,6,8,2,0,0
3490,0,0.0,0,0.0,10,466.75,0.0,0.028571429,0.0,0.0,2,5,10,0,7,2,1,0
3491,1,18.0,0,0.0,15,272.3333333,0.0,0.036666667,0.0,0.6,2,1,10,6,12,2,0,0
3492,1,32.75,0,0.0,24,553.8333332999998,0.0,0.024,8.958652232,0.0,9,1,10,0,4,2,0,0
3493,0,0.0,0,0.0,2,42.0,0.0,0.05,0.0,0.0,1,1,10,1,12,2,0,0
3494,0,0.0,0,0.0,16,219.55,0.0,0.014583333,0.0,0.0,8,0,3,0,18,2,0,0
3495,1,28.2,0,0.0,35,942.6879221,0.017142857,0.035442177000000005,8.435206908,0.0,6,3,3,0,4,2,1,0
3496,1,21.0,0,0.0,11,385.0,0.0,0.02,0.0,0.6,2,1,10,6,4,2,0,0
3497,7,142.35,0,0.0,73,3566.992857,0.0,0.003947368,23.15073799,0.0,7,1,7,6,3,1,0,1
3498,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,8,4,10,4,12,0,0,0
3499,0,0.0,0,0.0,4,7.0,0.1,0.15,0.0,0.0,2,1,7,7,8,2,0,0
3500,4,193.4,0,0.0,3,364.7,0.0,0.028571429,0.0,0.0,7,1,10,2,7,2,0,0
3501,8,107.7,0,0.0,8,135.06666669999998,0.0,0.005128205,0.0,0.0,3,1,10,0,3,1,0,0
3502,0,0.0,0,0.0,27,892.9679487,0.014814815,0.022751323,0.0,0.0,9,1,10,6,4,2,1,0
3503,1,25.5,0,0.0,12,122.6666667,0.0,0.014285714,0.0,0.0,8,3,3,0,11,1,1,0
3504,2,60.0,6,459.0,17,1370.067857,0.02173913,0.035072464,0.0,0.0,2,3,3,1,8,2,0,0
3505,0,0.0,0,0.0,5,325.1666667,0.0,0.056,0.0,0.0,8,3,3,6,12,2,0,0
3506,3,86.75,2,51.0,11,145.66666669999995,0.007692308,0.023076923,0.0,0.0,9,3,3,0,4,1,0,0
3507,0,0.0,0,0.0,1,39.5,0.0,0.1,0.0,0.0,9,3,10,0,4,2,0,0
3508,3,83.6,0,0.0,6,314.4,0.0,0.025,0.0,0.0,7,3,3,2,4,1,0,0
3509,0,0.0,0,0.0,21,371.0,0.0,0.00952381,0.0,0.0,8,1,10,0,14,2,0,0
3510,0,0.0,2,45.75,42,1931.630952,0.0,0.008333333,0.0,0.0,9,3,3,1,8,2,1,0
3511,3,267.5,0,0.0,4,8.0,0.085714286,0.085714286,0.0,0.0,6,0,8,2,14,2,0,0
3512,10,367.6333333,5,74.5,181,4287.9606060000015,0.0,0.012467279,4.529635712,0.0,7,1,10,2,8,2,0,0
3513,0,0.0,3,60.5,74,3105.365207,0.015789473999999998,0.022261905,0.0,0.0,8,3,10,8,4,2,0,0
3514,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,8,3,3,7,8,2,0,0
3515,0,0.0,0,0.0,9,72.0,0.022222222000000003,0.044444444000000013,0.0,0.6,2,3,3,0,12,2,0,0
3516,0,0.0,0,0.0,72,1353.115146,0.002857143,0.007277211,0.0,0.0,2,1,10,0,7,2,1,0
3517,0,0.0,0,0.0,11,800.8333332999998,0.0,0.003636364,0.0,0.0,0,5,10,0,12,2,0,0
3518,0,0.0,0,0.0,54,3978.245833,0.003846154,0.024807692000000003,0.0,0.0,8,1,10,1,8,2,1,0
3519,3,115.125,0,0.0,46,909.522619,0.0042553190000000005,0.020449173,0.0,0.0,1,1,10,1,8,2,0,0
3520,3,793.75,1,0.0,65,3186.958333,0.011594203,0.019935588,0.0,0.0,8,3,3,2,4,2,0,0
3521,22,438.3309524,3,703.5,178,6241.687398,0.002878526,0.016885589,2.038399449,0.0,8,1,10,0,5,2,0,1
3522,4,204.5,0,0.0,12,159.0,0.0,0.026666667,0.0,0.0,2,3,3,2,4,1,1,0
3523,3,284.2,0,0.0,22,2366.6,0.036000000000000004,0.064,0.0,0.0,7,3,3,7,8,2,1,0
3524,6,141.0,1,16.0,143,4081.248718,0.002721088,0.01562134,5.376740585,0.0,8,1,10,0,4,2,0,0
3525,0,0.0,0,0.0,2,59.0,0.0,0.1,0.0,0.0,2,3,10,0,2,2,0,0
3526,1,5.0,0,0.0,17,463.6666667,0.0,0.024444444,0.0,0.0,2,1,10,3,7,2,1,0
3527,1,8.0,0,0.0,29,826.85,0.007142857,0.029591837000000006,10.98707143,0.0,2,3,3,6,7,2,0,1
3528,6,1279.5,0,0.0,72,1032.761905,0.0,0.001388889,0.0,0.0,2,1,1,0,12,1,0,0
3529,6,461.0,0,0.0,4,111.0,0.0,0.011111111000000002,0.0,0.0,9,5,9,6,11,1,0,0
3530,9,274.6666667,0,0.0,40,720.4257937000001,0.0,0.015259259,0.0,0.0,9,1,10,5,8,2,0,0
3531,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.6,2,1,10,0,12,2,0,0
3532,3,284.0,0,0.0,33,2270.75,0.0,0.010840336,0.0,0.0,9,1,10,3,4,2,0,0
3533,0,0.0,0,0.0,37,1138.5,0.0,0.013513514,0.0,0.0,1,1,10,0,11,2,0,0
3534,9,213.3214286,5,528.0,61,2258.430586,0.01,0.020655014,2.810812468,0.0,1,3,3,2,4,2,0,0
3535,0,0.0,0,0.0,74,1146.4690480000004,0.021621622000000004,0.031306306,0.408238132,0.0,8,1,10,0,8,2,0,0
3536,0,0.0,0,0.0,13,517.4,0.0,0.034285714,4.8563771110000005,0.0,8,1,10,0,18,2,1,1
3537,0,0.0,0,0.0,37,785.3833333,0.05,0.079573935,0.0,0.6,2,1,10,6,15,2,0,0
3538,3,165.25,0,0.0,49,1256.383333,0.025133333,0.046907359,0.0,0.0,8,5,10,0,14,2,0,0
3539,0,0.0,0,0.0,11,281.9,0.02,0.04,0.0,0.0,9,3,11,0,2,2,0,0
3540,0,0.0,1,2.0,33,2601.231408,0.005882353000000001,0.011764706000000002,177.77145359999997,0.0,8,1,10,3,18,2,0,1
3541,8,656.0,1,9.0,39,1390.866667,0.0,0.009302326,63.39474419,0.0,2,1,7,6,4,1,0,1
3542,4,59.5,2,662.0,31,1586.154762,0.016666667,0.037334126,0.0,0.0,8,3,3,0,4,2,0,0
3543,2,44.0,0,0.0,8,182.0,0.0,0.005,0.0,0.0,2,1,1,0,4,1,0,0
3544,4,82.25,6,144.0,82,3174.642793,0.004494382,0.012081072,0.0,0.0,8,3,3,0,4,2,1,0
3545,0,0.0,0,0.0,4,36.0,0.05,0.1,0.0,0.0,1,1,10,1,8,2,0,0
3546,0,0.0,0,0.0,22,185.25,0.021212121,0.075757576,0.0,0.0,8,1,6,0,8,2,1,0
3547,1,21.0,3,116.0,21,613.6666667000002,0.008333333,0.023611111,0.0,0.0,1,3,10,0,8,2,0,0
3548,0,0.0,0,0.0,24,676.1666667000002,0.0,0.008333333,2.705833333,0.0,2,1,10,1,7,2,1,1
3549,1,10.0,0,0.0,32,1277.75,0.0,0.006060606,78.12165404,0.0,9,4,5,4,18,0,0,1
3550,0,0.0,0,0.0,32,905.1,0.0,0.0,83.80837784,0.0,7,1,10,1,4,1,0,1
3551,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,1,1,4,2,0,0
3552,0,0.0,0,0.0,87,1197.700198,0.0,0.002352941,38.00063931,0.0,8,1,10,0,4,1,0,1
3553,2,1172.0,0,0.0,24,1244.066667,0.008,0.028,0.0,0.0,2,3,11,5,2,2,0,0
3554,7,645.6666667000002,0,0.0,25,1358.166667,0.007407406999999999,0.022222222000000003,0.0,0.0,8,3,3,0,8,2,1,0
3555,2,42.0,0,0.0,29,218.0,0.0,0.003225806,0.0,0.0,1,1,10,0,4,2,0,0
3556,0,0.0,0,0.0,12,410.25,0.0,0.016666667,0.0,0.0,8,1,10,6,4,2,0,0
3557,0,0.0,0,0.0,11,300.0714286000001,0.0,0.02,53.9892,0.0,1,1,10,0,15,2,1,1
3558,0,0.0,0,0.0,25,1250.5,0.056,0.07200000000000001,0.0,0.0,2,1,10,6,12,2,0,0
3559,1,22.2,0,0.0,34,606.2,0.0,0.001388889,17.92983378,0.0,7,1,10,3,12,1,1,0
3560,5,316.8,0,0.0,26,1086.178571,0.014285714,0.017267081,5.981166667,0.0,2,5,10,6,4,2,0,0
3561,5,44.75,3,51.5,107,3074.852778,0.015454545,0.026239965,0.0,0.0,8,1,10,6,8,2,1,0
3562,5,57.4,0,0.0,21,423.5,0.0,0.008695652,0.0,0.0,6,1,10,0,4,2,0,0
3563,11,1640.590909,0,0.0,16,1849.833333,0.0,0.013636364,10.78136364,0.0,1,3,3,5,12,2,0,0
3564,0,0.0,0,0.0,17,582.4,0.066666667,0.07111111099999999,0.0,0.2,2,5,10,2,14,2,0,0
3565,5,191.25,0,0.0,27,1109.25,0.013793103,0.024137931,9.022741507000001,0.0,8,1,8,0,8,2,0,0
3566,0,0.0,0,0.0,5,54.33333333,0.0,0.02,0.0,0.0,9,3,10,0,12,2,0,0
3567,9,387.75,0,0.0,64,980.5021994,0.0008667389999999999,0.012798697,9.581561053,0.0,8,5,10,6,8,2,0,1
3568,2,69.0,2,92.0,37,796.9571429,0.0,0.0242741,3.978276423,0.0,1,1,10,3,4,2,0,1
3569,7,272.03333330000004,0,0.0,13,295.1,0.011764706000000002,0.017647059,0.0,0.0,8,5,10,0,18,2,0,0
3570,4,183.25,1,21.0,20,651.4,0.0,0.004166667,0.0,0.0,1,3,3,0,4,2,0,0
3571,7,634.2666667000002,3,89.5,54,2864.633333,0.012295082,0.024020297000000003,7.448242867999999,0.0,8,5,10,6,8,2,0,0
3572,2,7.0,0,0.0,3,66.0,0.0,0.066666667,0.0,0.0,1,1,10,0,4,2,0,0
3573,0,0.0,0,0.0,16,213.8,0.00625,0.06875,0.0,0.0,5,1,10,0,7,2,0,1
3574,7,233.0,0,0.0,45,881.7412697999998,0.000531915,0.029964539,11.96396809,0.2,2,3,10,2,7,2,0,0
3575,3,72.5,4,148.0,24,377.5,0.006666666999999999,0.02,0.0,0.6,2,3,3,0,12,2,0,0
3576,0,0.0,0,0.0,8,561.5,0.0,0.05,0.0,0.0,9,1,1,3,18,2,0,0
3577,0,0.0,0,0.0,21,584.1333333,0.0,0.007142857,0.0,0.0,2,1,10,2,7,2,1,0
3578,3,43.0,0,0.0,11,610.0,0.0,0.015384615,0.0,0.0,1,1,1,0,8,2,0,0
3579,1,49.5,0,0.0,9,350.25,0.0,0.035714286,0.0,0.0,9,1,10,0,13,1,1,0
3580,0,0.0,0,0.0,32,1589.625,0.0,0.012903226,15.63731434,0.0,9,1,10,1,8,2,0,0
3581,0,0.0,0,0.0,50,998.9545455,0.0076,0.025933333,0.0,0.8,2,1,10,6,4,2,0,0
3582,0,0.0,0,0.0,21,604.5,0.0,0.019047619,0.0,0.0,8,1,10,0,14,1,0,0
3583,0,0.0,0,0.0,10,450.0,0.0,0.014,0.0,0.8,2,5,10,0,14,2,0,0
3584,8,129.9,0,0.0,70,1438.71,0.011351351,0.033766459,0.0,0.0,4,1,10,3,8,2,0,0
3585,0,0.0,0,0.0,3,90.0,0.0,0.066666667,0.0,0.0,1,3,10,8,5,2,0,0
3586,2,15.0,0,0.0,33,2081.5,0.0,0.017142857,0.0,0.6,2,1,4,0,12,2,0,0
3587,2,33.0,0,0.0,22,460.6666667,0.0,0.025,0.0,0.6,2,5,10,6,8,2,0,0
3588,4,83.6,0,0.0,42,3333.076068,0.011627907,0.027506986,0.0,0.0,5,3,10,0,4,2,0,0
3589,6,287.0,0,0.0,80,5046.056667,0.011084337,0.025771658,0.579785745,0.0,7,1,10,2,12,2,0,0
3590,6,175.0,1,10.0,25,2877.5,0.007692308,0.037435897,0.0,0.0,2,1,10,3,8,2,0,0
3591,3,103.0833333,2,39.25,39,1406.95,0.01533101,0.039562226,5.606382766,0.0,8,5,10,8,4,2,0,0
3592,1,69.5,0,0.0,8,226.5,0.0,0.0125,0.0,0.0,1,5,10,0,14,2,0,0
3593,0,0.0,2,75.5,109,4008.578283,0.003003003,0.01899841,0.0,0.0,8,1,10,0,4,2,0,1
3594,7,86.27777778,2,21.0,80,2170.286706,0.003571429,0.021527778,25.76598645,0.0,8,5,10,0,5,2,1,1
3595,13,331.9833333,5,128.0,202,8217.678753,0.001904762,0.013668745,3.651726351,0.0,8,1,10,6,5,2,1,1
3596,14,184.1556741,7,360.1666667,127,3418.696975,0.003900709,0.013700977,2.136325585,0.0,9,5,10,2,4,2,1,0
3597,0,0.0,0,0.0,7,165.0,0.042857143,0.1,0.0,0.0,1,1,10,5,12,2,0,0
3598,8,203.9166667,4,114.75,118,3903.167094,0.004098361,0.012520167,55.01131298,0.0,8,1,10,0,4,2,0,1
3599,4,71.7,0,0.0,8,74.6,0.109090909,0.127272727,0.0,0.0,4,5,10,1,14,2,0,0
3600,0,0.0,0,0.0,13,353.7866667,0.0,0.016666667,36.33496365,0.0,3,3,3,0,4,1,0,1
3601,1,102.5,0,0.0,5,97.0,0.0,0.011111111000000002,0.0,0.0,1,5,10,0,19,1,1,0
3602,3,296.0,0,0.0,9,394.5,0.0,0.005555556,28.39833333,0.0,2,1,10,7,4,1,1,1
3603,2,43.5,0,0.0,26,971.6666667000003,0.0,0.009259259,15.1510483,0.0,9,1,10,6,4,2,0,1
3604,1,390.0,0,0.0,26,1325.833333,0.007692308,0.025641026,0.0,0.0,9,1,10,0,8,2,1,0
3605,0,0.0,3,45.5,117,3228.502137,0.0059322030000000005,0.018995891,0.0,0.0,8,3,10,0,4,2,1,0
3606,1,15.0,0,0.0,18,343.8333333,0.0,0.0125,38.3399435,0.0,9,1,5,4,18,1,0,1
3607,0,0.0,0,0.0,9,145.9,0.022222222000000003,0.074074074,0.0,0.0,3,3,3,5,12,2,1,0
3608,2,13.5,0,0.0,23,1580.166667,0.024,0.054666667,0.0,0.8,2,1,10,0,4,2,0,0
3609,4,55.8,0,0.0,17,2023.2,0.0,0.011111111000000002,0.0,0.0,4,1,10,0,4,1,0,0
3610,3,91.0,2,338.0,11,451.0,0.0,0.006666666999999999,45.7504,0.0,1,1,10,0,5,1,0,1
3611,0,0.0,0,0.0,16,1558.25,0.0,0.013244048,0.0,0.0,8,5,10,6,4,1,1,0
3612,0,0.0,0,0.0,9,1217.2,0.033333333,0.040740741,0.0,0.0,2,3,3,8,7,2,0,0
3613,6,137.91666669999998,0,0.0,92,3163.14329,0.001075269,0.0095145,32.22246226,0.0,8,1,10,0,8,2,0,1
3614,4,352.0,0,0.0,17,229.3333333,0.011111111000000002,0.031481481,0.0,0.0,1,3,3,0,8,2,0,0
3615,4,56.5,0,0.0,8,202.1666667,0.0,0.01,0.0,0.0,1,5,10,0,11,1,1,0
3616,5,96.25,0,0.0,26,1222.333333,0.0,0.006451613,42.95612903,0.0,2,1,10,0,8,2,0,1
3617,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,8,3,3,1,4,2,0,0
3618,0,0.0,0,0.0,33,2861.966667,0.0,0.034375,0.0,0.0,8,1,10,4,4,2,0,0
3619,4,69.96666667,0,0.0,28,2728.755,0.0,0.009313725,0.0,0.0,7,3,3,0,3,2,0,0
3620,2,36.2,3,52.0,4,48.0,0.05714285700000001,0.05714285700000001,0.0,0.0,4,3,3,0,7,2,1,0
3621,0,0.0,0,0.0,15,450.2,0.0,0.021904762,0.0,0.0,2,1,10,3,4,2,0,0
3622,0,0.0,0,0.0,9,272.5,0.0,0.011851852,0.0,0.2,0,3,3,1,12,2,0,0
3623,0,0.0,0,0.0,2,33.0,0.0,0.1,0.0,0.2,0,3,3,0,12,2,0,0
3624,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,8,5,10,3,14,2,0,0
3625,7,104.45,0,0.0,63,1242.661699,0.011911765,0.02691802,0.0,0.0,8,3,3,7,4,2,0,0
3626,0,0.0,0,0.0,5,26.5,0.04,0.12,0.0,0.0,1,3,3,6,8,2,0,0
3627,0,0.0,0,0.0,30,312.3333333,0.0,0.008888889,0.0,0.0,1,1,8,0,4,2,0,0
3628,7,134.75,0,0.0,43,3283.722222,0.009302326,0.019379845,24.90144186,0.2,2,3,10,0,7,2,0,0
3629,1,82.0,0,0.0,59,1927.122222,0.007909605,0.023728814,23.87629104,0.0,2,1,10,4,14,2,0,1
3630,1,5.5,0,0.0,22,339.25,0.0,0.026984127000000004,0.0,0.0,1,1,10,5,12,2,0,0
3631,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,2,5,10,6,7,2,1,0
3632,0,0.0,0,0.0,135,7091.697778,0.019259259,0.037964727,0.0,0.0,6,1,10,5,12,2,0,0
3633,4,44.5,0,0.0,5,48.5,0.0,0.016666667,0.0,0.2,2,1,10,1,14,2,0,0
3634,23,335.1309524,5,399.8,88,1839.098106,0.015758703,0.031587556,0.0,0.0,5,5,10,6,4,2,1,0
3635,3,37.5,0,0.0,46,1804.9,0.017730496000000002,0.039361702,0.0,0.0,2,1,10,6,2,2,0,0
3636,2,15.6,0,0.0,10,68.0,0.018181818,0.045454545,0.0,0.2,2,1,10,5,12,2,0,0
3637,0,0.0,0,0.0,8,128.5,0.0,0.025,0.0,0.0,1,1,10,0,8,2,0,0
3638,2,20.2,0,0.0,14,1261.316667,0.0,0.009183673,0.0,0.0,5,1,10,0,3,2,0,0
3639,3,120.6,3,183.8,85,1813.753466,0.0,0.005699436,0.8583614559999999,0.0,5,1,10,6,7,2,0,0
3640,0,0.0,0,0.0,32,1916.633333,0.015625,0.0265625,0.0,0.0,1,1,10,0,5,2,0,0
3641,0,0.0,0,0.0,2,63.5,0.0,0.1,0.0,0.0,8,3,3,0,12,2,0,0
3642,4,37.0,0,0.0,9,224.25,0.0,0.015384615,0.0,0.0,8,1,10,6,4,1,0,0
3643,4,52.33333333,1,239.0,14,337.5,0.0,0.011764706000000002,0.0,0.0,1,1,7,0,4,2,0,0
3644,4,94.25,3,79.5,77,3719.643711,0.002469136,0.010684623999999998,14.96948769,0.0,8,5,10,6,12,2,0,1
3645,0,0.0,0,0.0,8,83.5,0.075,0.1,0.0,0.0,9,1,10,8,4,2,0,0
3646,0,0.0,0,0.0,22,282.0833333,0.045454545,0.063636364,0.0,0.0,8,1,10,2,8,2,0,0
3647,7,105.46666670000002,0,0.0,44,778.9666667,0.0,0.004166667,37.92414395,0.0,5,1,10,1,4,1,0,1
3648,1,10.0,0,0.0,27,548.2833333,0.003703704,0.025308642000000003,0.0,0.0,9,1,1,4,4,2,0,0
3649,2,95.0,3,48.0,9,259.5,0.0,0.015384615,0.0,0.0,2,3,3,0,4,2,0,0
3650,0,0.0,0,0.0,2,4.0,0.0,0.1,0.0,0.0,8,1,10,5,4,2,0,0
3651,10,317.9583333,4,821.0,20,781.425,0.0,0.002666667,0.0,0.0,9,1,10,3,4,2,0,0
3652,0,0.0,0,0.0,19,696.875,0.010526316,0.035087719,0.0,0.0,9,3,10,2,4,2,0,0
3653,0,0.0,0,0.0,2,49.0,0.0,0.1,0.0,0.0,1,1,10,0,12,2,1,0
3654,9,795.2083332999998,0,0.0,118,4947.358038,0.001138211,0.011200631,2.270358059,0.0,8,5,10,8,4,2,0,0
3655,2,23.0,1,80.6,53,1693.73,0.034545455,0.054839161,0.0,0.0,5,1,10,0,8,2,0,0
3656,0,0.0,0,0.0,15,1298.5,0.026666667,0.04,0.0,0.0,1,5,10,7,8,2,0,0
3657,1,38.5,0,0.0,6,197.75,0.0,0.04,0.0,0.0,9,3,3,5,11,1,1,0
3658,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,8,7,10,4,4,2,0,0
3659,0,0.0,0,0.0,67,4290.833333,0.0,0.01840796,0.0,0.8,2,1,10,1,7,2,0,0
3660,2,35.0,0,0.0,11,131.3,0.0,0.015384615,0.0,0.0,1,1,10,0,4,1,0,0
3661,0,0.0,0,0.0,6,399.0,0.033333333,0.022222222000000003,44.99,0.0,2,5,10,5,3,2,0,1
3662,8,192.5555556,1,91.0,109,2926.431962,0.0,0.001851852,12.8915,0.0,2,0,3,0,12,1,0,1
3663,0,0.0,0,0.0,14,706.5,0.0,0.007142857,0.0,0.0,0,1,10,8,7,2,1,0
3664,0,0.0,1,0.0,35,1742.8833329999998,0.011428571,0.041142857000000005,0.0,0.0,2,1,10,0,7,2,0,0
3665,1,5.0,0,0.0,43,1990.125,0.001162791,0.024031008,6.889766002999999,0.0,9,1,10,6,12,2,0,0
3666,0,0.0,0,0.0,6,198.75,0.016666667,0.023333333,0.0,0.0,8,1,7,3,12,2,1,0
3667,0,0.0,3,26.0,21,405.3333333,0.0,0.026086957,0.0,0.0,2,1,10,1,7,2,0,0
3668,0,0.0,6,451.5,28,674.4345238,0.005882353000000001,0.017647059,0.0,0.0,2,5,10,2,8,2,1,0
3669,0,0.0,1,0.0,31,751.0,0.003125,0.0421875,0.0,0.0,9,1,10,0,2,2,1,0
3670,0,0.0,0,0.0,19,194.75,0.005263158,0.031578947,0.0,0.0,9,5,10,2,8,2,0,0
3671,2,129.0,0,0.0,16,1835.5,0.003703704,0.031481481,0.0,0.0,5,1,1,4,2,2,0,0
