,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,Revenue,nf1,nf2,nf3,nf4,nf5,nf6,p1,p2,p3,p4,p5,p6
4229,0.11301256,0.0,0.0,0.0,0.0,0.025531914,0.009187134,0.0,0.11111111,0.11294801,0.0,0.8888889,0.14285715,0.8333333,0.375,0.36842105,1.0,1.0,1.0,0.3299206,0.37747785,0.60846883,0.32005313,0.81533676,0.39196688,0.0072831237,0.00028871218,6.801863e-05,0.25724575,0.010197545,0.00040424356
4230,0.8754306,0.0,0.0,0.0,0.0,0.017021276,0.009133987,0.0,0.115384616,0.04370807,0.0,0.8888889,0.14285715,0.8333333,0.75,0.57894737,1.0,0.0,0.0,0.53370565,0.82616204,0.6213511,0.49098295,0.21164893,0.5685183,0.0011639324,3.0888783e-05,1.2186645e-05,0.25724575,0.0068268655,0.00018117338
4231,0.72585845,0.037037037,0.012357485,0.041666668,0.018435892,0.05106383,0.03117696,0.06111111,0.13293651,0.0,0.0,0.22222222,0.14285715,0.8333333,0.375,0.36842105,1.0,0.0,0.0,0.44996247,0.6795777,0.539119,0.7321452,0.48213267,0.43781286,0.0,0.0,0.0,0.0080807535,0.0020054942,0.0004977268
4232,0.07256362,0.074074075,0.014858404,0.0,0.0,0.041134752,0.03356662,0.0,0.03448276,0.0,0.0,1.0,0.14285715,0.8333333,0.375,0.21052632,0.5,0.0,0.0,0.65548927,0.31421772,0.65599114,0.6185119,0.73603,0.749659,0.0,0.0,0.0,0.33302465,0.019367633,0.0011263588
4233,0.7897544,0.0,0.0,0.0,0.0,0.0056737587,0.005502276,0.5,0.75,0.0,0.8,0.22222222,0.14285715,0.8333333,0.0,0.7368421,1.0,0.0,0.0,0.5917772,0.46766979,0.24958014,0.66227156,0.46190622,0.21323925,0.0,0.0,0.0,0.0080807535,0.00022782962,6.4234528e-06
4234,0.6181798,0.074074075,0.013946304,0.0,0.0,0.019858155,0.00748122,0.21875,0.3958333,0.0,0.0,0.44444445,0.0,0.25,0.0,0.36842105,1.0,1.0,0.0,0.12740052,0.9060795,0.49106312,0.6031154,0.456987,0.31044424,0.0,0.0,0.0,0.0497243,0.002658931,0.0001421823
4235,0.935215,0.0,0.0,0.0,0.0,0.004255319,0.00026573494,0.33333334,0.6666667,0.0,0.4,0.22222222,0.14285715,0.16666667,0.875,0.6315789,1.0,0.0,0.0,0.56115437,0.5394442,0.15283516,0.59593475,0.57037544,0.48562506,0.0,0.0,0.0,0.0080807535,0.00017099174,3.618249e-06
4236,0.46049562,0.0,0.0,0.0,0.0,0.0028368793,0.00017194613,0.0,0.5,0.0,0.0,0.22222222,0.71428573,0.8333333,0.75,0.21052632,1.0,0.0,0.0,0.7389362,0.64968085,0.4795443,0.57597226,0.70026135,0.45897633,0.0,0.0,0.0,0.0080807535,0.00011407355,1.6103417e-06
4237,0.49049893,0.0,0.0,0.0,0.0,0.068085104,0.034936327,0.021739129,0.1268116,0.031697415,0.0,0.22222222,0.14285715,0.8333333,0.375,0.21052632,1.0,1.0,0.0,0.29545704,0.49971205,0.5256887,0.21635276,0.48520872,0.2614549,0.00019540849,6.414014e-05,0.00013538505,0.0080807535,0.002652396,0.0008706125
4238,0.102122456,0.6666667,0.15125415,0.16666667,0.026477078,0.25248227,0.10364412,0.018229166,0.054025333,0.0,0.0,0.8888889,0.71428573,0.8333333,0.0,0.57894737,1.0,0.0,1.0,0.8898516,0.36106706,0.8200587,0.50961316,0.30152377,0.3949503,0.0,0.0,0.0,0.25724575,0.09105991,0.032233402
4239,0.6316257,0.0,0.0,0.0,0.0,0.009929078,0.005592157,0.07142857,0.3857143,0.0,0.0,0.8888889,0.0,0.25,0.25,0.2631579,1.0,1.0,0.0,0.14949852,0.8031553,0.59477043,0.5231519,0.67333174,0.42198497,0.0,0.0,0.0,0.25724575,0.003996316,6.2082814e-05
4240,0.37781975,0.0,0.0,0.0,0.0,0.075177304,0.011184314,0.11320755,0.18149146,0.0,1.0,0.22222222,0.14285715,0.8333333,0.375,0.6315789,1.0,1.0,0.0,0.47324648,0.907886,0.25852343,0.48144183,0.1476823,0.11498532,0.0,0.0,0.0,0.0080807535,0.0029189023,0.001054356
4241,0.17879765,0.0,0.0,0.0,0.0,0.019858155,0.0029220423,0.21428572,0.35714287,0.0,0.0,0.22222222,0.14285715,0.8333333,0.75,0.36842105,1.0,0.0,0.0,0.6588421,0.5780628,0.36731005,0.681351,0.50060827,0.56016916,0.0,0.0,0.0,0.0080807535,0.000791825,7.759015e-05
4242,0.3098122,0.0,0.0,0.041666668,0.553469,0.0014184397,0.022056,0.0,0.5,0.0,0.0,0.11111111,0.14285715,0.8333333,0.0,0.21052632,1.0,0.0,0.0,0.58055615,0.28682694,0.5572441,0.8028293,0.57663727,0.4217931,0.0,0.0,0.0,0.0011695914,1.5735077e-05,2.1169154e-07
4243,0.30170017,0.18518518,0.018205222,0.0,0.0,0.23262411,0.068620384,0.00591716,0.050755214,0.023143431,0.0,0.8888889,0.14285715,0.8333333,0.0,0.21052632,1.0,0.0,1.0,0.5513625,0.34656566,0.89718354,0.697852,0.24722157,0.56376314,0.00033292675,0.00010948316,0.0010007964,0.25724575,0.08459543,0.027819257
4244,0.21669075,0.0,0.0,0.0,0.0,0.008510638,0.0012765698,0.0,0.33333334,0.0,0.0,1.0,0.14285715,0.8333333,0.375,0.21052632,1.0,1.0,0.0,0.34873247,0.4376595,0.6354339,0.31605744,0.84224236,0.417285,0.0,0.0,0.0,0.33302465,0.004071637,4.9780785e-05
4245,0.3481498,0.33333334,0.050508767,0.125,0.043049768,0.05815603,0.020081174,0.08163266,0.1632653,0.07370581,0.0,0.11111111,0.14285715,0.8333333,0.0,0.42105263,1.0,0.0,0.0,0.50133723,0.41055065,0.5865803,0.87837064,0.24979596,0.41402364,0.0005328598,0.00028588861,0.00022724344,0.0011695914,0.0006275063,0.0003366681
4246,0.32514724,0.18518518,0.09121,0.041666668,0.02863447,0.022695035,0.0065089427,0.0,0.055555556,0.0,0.0,0.11111111,0.42857143,0.25,0.0,0.21052632,1.0,1.0,0.0,0.043416332,0.74731845,0.5303072,0.61480516,0.32967275,0.4270067,0.0,0.0,0.0,0.0011695914,0.00024911814,5.3061136e-05
4247,0.8244249,0.5185185,0.06060829,0.041666668,0.025496446,0.07375886,0.01704432,0.032396566,0.19580792,0.019238852,0.0,0.8888889,0.42857143,0.25,0.0,0.2631579,1.0,0.0,0.0,0.4631066,0.065729566,0.2900677,0.3180837,0.68443626,0.79823756,0.00023094984,2.5842666e-05,9.650998e-05,0.25724575,0.028785108,0.0032209763
4248,0.8130903,0.0,0.0,0.0,0.0,0.004255319,0.00059399573,0.5,0.6111111,0.0,0.0,0.11111111,0.71428573,0.8333333,0.0,0.42105263,1.0,0.0,0.0,0.771587,0.42940947,0.4914938,0.4400991,0.49928653,0.27103108,0.0,0.0,0.0,0.0011695914,4.713716e-05,1.8997331e-06
4249,0.49294367,0.074074075,0.061640307,0.0,0.0,0.14468086,0.038082752,0.25898692,0.30269608,0.0,0.0,0.7777778,0.71428573,0.8333333,0.0,0.7368421,1.0,0.0,0.0,0.8228867,0.3272589,0.6847204,0.41632622,0.44313052,0.35314006,0.0,0.0,0.0,0.19047081,0.0447326,0.010505576
4250,0.99311036,0.037037037,0.009121001,0.083333336,0.005099289,0.032624114,0.011874705,0.06521739,0.25,0.0,0.0,0.22222222,0.14285715,0.8333333,0.0,0.36842105,1.0,0.0,0.0,0.42222658,0.55117357,0.6116697,0.6758836,0.37064156,0.25342253,0.0,0.0,0.0,0.0080807535,0.0012927571,0.00020681504
4251,0.4153795,0.0,0.0,0.0,0.0,0.025531914,0.01208625,0.0,0.0625,0.16139674,0.0,0.8888889,0.42857143,0.25,0.75,0.42105263,0.5,0.0,1.0,0.61179364,0.37818006,0.43862167,0.41230676,0.7673318,0.87511694,0.014237976,0.0005644113,9.510276e-05,0.25724575,0.010197545,0.00040424356
4252,0.3595955,0.25925925,0.044238955,0.041666668,0.003530277,0.3134752,0.17868331,0.05574496,0.10952055,0.00549558,0.0,0.8888889,0.14285715,0.5833333,0.0,0.21052632,1.0,1.0,1.0,0.30085486,0.31757036,0.81944627,0.30555612,0.67522615,0.32999104,1.91025e-05,8.190084e-06,0.00040748864,0.25724575,0.1102926,0.0472873
4253,0.4220469,0.0,0.0,0.0,0.0,0.0028368793,0.00021884053,0.0,0.5,0.0,0.0,0.22222222,0.14285715,0.8333333,0.0,0.42105263,1.0,0.0,0.0,0.45951524,0.35880542,0.4452962,0.6520629,0.3758677,0.38299173,0.0,0.0,0.0,0.0080807535,0.00011407355,1.6103417e-06
4254,0.9796644,0.0,0.0,0.0,0.0,0.0056737587,0.00071904744,0.0,0.25,0.0,0.0,0.22222222,0.42857143,0.25,0.375,0.21052632,1.0,0.0,0.0,0.5153807,0.31560427,0.18789308,0.4780753,0.797709,0.658013,0.0,0.0,0.0,0.0080807535,0.00022782962,6.4234528e-06
4255,0.8744305,0.0,0.0,0.0,0.0,0.0014184397,0.0,1.0,1.0,0.0,0.0,0.22222222,0.14285715,0.8333333,0.125,0.6315789,1.0,0.0,0.0,0.60795325,0.53216577,0.3386392,0.4712144,0.34313577,0.27754998,0.0,0.0,0.0,0.0080807535,5.707956e-05,4.0318966e-07
4256,0.77941996,0.037037037,0.0,0.0,0.0,0.011347517,0.0030038469,0.0,0.125,0.0,0.0,0.11111111,0.42857143,0.25,0.5,1.0,1.0,1.0,0.0,0.21768059,0.76734173,0.56008136,0.44832015,0.3244748,0.46565035,0.0,0.0,0.0,0.0011695914,0.00012525788,1.3414544e-05
4257,0.8407601,0.074074075,0.012578154,0.0,0.0,0.04397163,0.03949264,0.13636364,0.27777776,0.13955185,0.0,1.0,0.14285715,0.083333336,0.125,0.42105263,1.0,0.0,0.0,0.39454243,0.30906335,0.32949242,0.35361424,0.5465038,0.7318988,0.011828924,0.0007343696,0.00024190776,0.33302465,0.020675018,0.0012835577
4258,0.3628181,0.14814815,0.020497732,0.041666668,0.009021819,0.22836879,0.10198024,0.025252525,0.06972413,0.15772955,0.0,0.8888889,0.14285715,0.8333333,0.75,0.21052632,1.0,0.0,1.0,0.62091464,0.715571,0.79635173,0.6437412,0.39490643,0.7392177,0.01364244,0.0044121435,0.006196341,0.25724575,0.08319665,0.026906883
4259,0.135015,0.0,0.0,0.0,0.0,0.0028368793,0.0,1.0,1.0,0.0,0.0,1.0,0.14285715,0.5833333,0.625,0.42105263,1.0,0.0,0.0,0.69413656,0.5579454,0.35835376,0.34793282,0.2640577,0.52231854,0.0,0.0,0.0,0.33302465,0.001361031,5.5623655e-06
4260,0.80464494,0.18518518,0.020242738,0.0,0.0,0.04680851,0.012216251,0.02777778,0.041666664,0.07826581,0.0,0.44444445,0.14285715,0.8333333,0.125,0.21052632,0.5,1.0,0.0,0.26656365,0.43498957,0.68837774,0.07587794,0.6632269,0.21715452,0.0020880238,0.00025975602,0.00015769301,0.0497243,0.0061858427,0.0007695362
4261,0.86431825,0.0,0.0,0.0,0.0,0.004255319,0.016225463,0.0,0.16666666,0.0,0.0,0.0,0.14285715,0.8333333,0.0,0.42105263,1.0,0.0,0.0,0.36864105,0.5185442,0.53258836,0.7194077,0.41361663,0.23440492,0.0,0.0,0.0,0.0,0.0,0.0
4262,0.562507,0.0,0.0,0.0,0.0,0.008510638,0.0037984464,0.0,0.16666666,0.0,0.0,0.0,0.14285715,0.083333336,0.25,0.42105263,1.0,0.0,0.0,0.3935161,0.38069153,0.22568163,0.62770957,0.5981165,0.69858116,0.0,0.0,0.0,0.0,0.0,0.0
4263,0.3395933,0.037037037,0.009856565,0.0,0.0,0.04822695,0.018474068,0.0,0.17578125,0.0,0.0,0.8888889,0.42857143,0.25,0.0,0.21052632,1.0,0.0,1.0,0.5501868,0.08470988,0.22280703,0.34130803,0.4981551,0.7532535,0.0,0.0,0.0,0.25724575,0.019051135,0.001410891
4264,0.057561953,0.0,0.0,0.16666667,0.012748223,0.009929078,0.0010473083,0.0,0.11111111,0.0,0.0,0.11111111,0.14285715,0.8333333,0.0,0.57894737,0.5,0.0,0.0,0.5484441,0.31173545,0.4910595,0.69058776,0.82313967,0.47490174,0.0,0.0,0.0,0.0011695914,0.0001096774,1.02849e-05
4265,0.19157684,0.0,0.0,0.0,0.0,0.0014184397,0.0,1.0,1.0,0.0,0.0,0.22222222,0.14285715,0.8333333,0.0,0.7368421,1.0,1.0,0.0,0.4484707,0.85601395,0.31293648,0.32623863,0.5198841,0.37948546,0.0,0.0,0.0,0.0080807535,5.707956e-05,4.0318966e-07
4266,0.8915435,0.22222222,0.0746598,0.125,0.012944349,0.026950354,0.008902337,0.115384616,0.1517094,0.0,0.2,0.22222222,0.71428573,0.8333333,0.625,0.6315789,1.0,0.0,0.0,0.89727,0.66375846,0.5460337,0.6436232,0.76060206,0.36058605,0.0,0.0,0.0,0.0080807535,0.0010708901,0.00014191818
4267,0.26025113,0.11111111,0.011563075,0.0,0.0,0.041134752,0.00494267,0.033333335,0.099999994,0.0,0.0,0.6666667,0.14285715,0.8333333,0.75,0.10526316,1.0,0.0,0.0,0.6396051,0.69655836,0.68647045,0.68014276,0.47535077,0.7176734,0.0,0.0,0.0,0.13329633,0.010518919,0.00083008775
4268,0.36681855,0.33333334,0.03974991,0.0,0.0,0.032624114,0.00969203,0.11111111,0.15123457,0.0,0.0,0.5555556,0.14285715,0.5833333,1.0,0.42105263,1.0,0.0,0.0,0.65743434,0.72851205,0.5587943,0.69998604,0.30889183,0.6307028,0.0,0.0,0.0,0.08625292,0.006267076,0.00045536127
4269,0.54028225,0.11111111,0.017947774,0.0,0.0,0.026950354,0.0089671025,0.18421052,0.19999999,0.0,0.0,0.11111111,0.42857143,0.25,0.625,0.42105263,1.0,0.0,0.0,0.65449864,0.44695258,0.15253969,0.5374143,0.7293845,0.71880656,0.0,0.0,0.0,0.0011695914,0.00029521142,7.451302e-05
4270,0.15279475,0.2962963,0.10724531,0.0,0.0,0.03687943,0.012247254,0.03846154,0.06730769,0.0,0.0,0.22222222,0.42857143,0.8333333,0.25,0.5263158,1.0,1.0,0.0,0.4031185,0.37854406,0.39754558,0.19609468,0.6480103,0.18167812,0.0,0.0,0.0,0.0080807535,0.0014583578,0.00026319423
4271,0.5849539,0.25925925,0.055069268,0.083333336,0.028242216,0.031205675,0.010629397,0.0,0.03095238,0.077992424,0.0,0.22222222,0.71428573,0.8333333,0.75,0.21052632,0.5,0.0,1.0,0.8117859,0.5285511,0.6324663,0.7510782,0.7901664,0.39862585,0.0011317985,0.00017331204,7.091363e-05,0.0080807535,0.0012374037,0.00018948335
4272,0.5078342,0.074074075,0.11357117,0.041666668,0.009806325,0.04397163,0.042595748,0.054545455,0.08741259,0.0,0.0,0.22222222,0.14285715,0.6666667,0.625,0.15789473,1.0,1.0,0.0,0.23073217,0.5447317,0.48049173,0.19610858,0.49613816,0.30506417,0.0,0.0,0.0,0.0080807535,0.0017328574,0.00037159843
4273,0.3282587,0.11111111,0.0444281,0.0,0.0,0.029787235,0.013134908,0.0,0.053819444,0.0,0.0,0.7777778,0.14285715,0.8333333,0.75,0.21052632,1.0,0.0,0.0,0.63436425,0.70286936,0.71508336,0.65474916,0.45840454,0.7232045,0.0,0.0,0.0,0.19047081,0.009716855,0.00049570465
4274,0.85287255,0.074074075,0.0053941403,0.0,0.0,0.05106383,0.021690318,0.02631579,0.12719297,0.0,0.0,0.11111111,0.14285715,0.8333333,0.875,0.42105263,1.0,1.0,0.0,0.2664962,0.71875787,0.5351846,0.20307025,0.5579123,0.28051016,0.0,0.0,0.0,0.0011695914,0.000552853,0.0002613275
4275,0.9298811,0.0,0.0,0.0,0.0,0.022695035,0.0024682085,0.25,0.3125,0.0,0.0,0.22222222,0.14285715,0.8333333,0.0,0.6315789,1.0,0.0,0.0,0.44711152,0.5071707,0.45625824,0.6032086,0.3061739,0.30417573,0.0,0.0,0.0,0.0080807535,0.00090368505,0.00010106072
4276,0.3207023,0.25925925,0.045310777,0.125,0.09734412,0.04822695,0.01385697,0.0,0.025641024,0.27018777,0.0,1.0,0.14285715,0.8333333,0.0,0.21052632,0.5,0.0,1.0,0.69064075,0.13156284,0.70669514,0.6492604,0.8356623,0.6711202,0.03964785,0.0026941155,0.00053056807,0.33302465,0.022629395,0.0015376925
4277,0.029781086,0.14814815,0.025597647,0.20833333,0.09521942,0.08652482,0.06379267,0.0,0.096875,0.0,0.0,0.8888889,0.14285715,0.5833333,0.125,0.21052632,1.0,1.0,0.0,0.30167437,0.22918943,0.6401617,0.3374602,0.7956933,0.34325236,0.0,0.0,0.0,0.25724575,0.033565663,0.004379678
4278,0.5717302,0.0,0.0,0.0,0.0,0.026950354,0.003071583,0.0,0.10526316,0.0,0.0,0.22222222,0.14285715,0.8333333,0.375,0.42105263,1.0,1.0,0.0,0.3059932,0.54714406,0.5477892,0.24361078,0.50125706,0.25036365,0.0,0.0,0.0,0.0080807535,0.0010708901,0.00014191818
4279,0.82920325,0.0,0.0,0.0,0.0,0.0070921984,0.007440578,0.06666666,0.46666667,0.0,0.0,0.22222222,0.14285715,0.083333336,0.0,0.42105263,1.0,0.0,0.0,0.33510736,0.32023162,0.25026697,0.49537933,0.6021664,0.59396785,0.0,0.0,0.0,0.0080807535,0.00028458738,1.0022578e-05
4280,0.7421936,0.037037037,0.0053696213,0.0,0.0,0.11631206,0.04371053,0.025925925,0.09792368,0.0,0.0,0.8888889,0.14285715,0.8333333,0.0,0.10526316,1.0,0.0,0.0,0.4491356,0.4679534,0.9528618,0.51471776,0.33392802,0.40925646,0.0,0.0,0.0,0.25724575,0.044505283,0.00769972
4281,0.548172,0.0,0.0,0.0,0.0,0.004255319,0.0021884053,0.33333334,0.6666667,0.0,0.0,0.22222222,0.71428573,0.8333333,0.0,0.6315789,1.0,0.0,0.0,0.781075,0.39498422,0.50550556,0.48370647,0.47117612,0.26990414,0.0,0.0,0.0,0.0080807535,0.00017099174,3.618249e-06
4282,0.056006223,0.0,0.0,0.0,0.0,0.06382979,0.03079399,0.096296296,0.18962963,0.0,0.0,0.33333334,0.0,0.25,0.75,0.6315789,1.0,0.0,0.0,0.60057026,0.45431963,0.23438276,0.6630996,0.48821273,0.798993,0.0,0.0,0.0,0.02380886,0.0051208697,0.0011014096
4283,0.01189021,0.0,0.0,0.0,0.0,0.017021276,0.0030872147,0.0,0.041666664,0.0,0.0,0.22222222,0.14285715,0.5833333,0.375,0.42105263,1.0,0.0,0.0,0.55595505,0.4312484,0.5161102,0.7847336,0.4334041,0.6262089,0.0,0.0,0.0,0.0080807535,0.0006796579,5.7164834e-05
4284,0.38637626,0.22222222,0.021196028,0.083333336,0.08103947,0.034042552,0.011089484,0.035714284,0.083333336,0.054555383,0.0,0.5555556,0.14285715,0.8333333,0.625,0.21052632,1.0,0.0,1.0,0.61973596,0.7328473,0.7055628,0.7343523,0.4486251,0.64862055,0.0012467005,9.445771e-05,5.952762e-05,0.08625292,0.0065350523,0.00049513584
4285,0.95610625,0.22222222,0.040178172,0.0,0.0,0.083687946,0.050408654,0.014925376,0.059618574,0.029752782,0.0,0.11111111,0.14285715,0.083333336,0.625,0.21052632,1.0,1.0,1.0,0.14118914,0.7560726,0.5758402,0.36721325,0.48482656,0.3607267,9.056652e-05,6.908493e-05,0.00018937916,0.0011695914,0.0008921746,0.0006805585
4286,0.7604178,0.0,0.0,0.0,0.0,0.009929078,0.0043325215,0.14285713,0.25,0.0,0.0,0.8888889,0.71428573,0.8333333,0.25,0.7368421,1.0,0.0,0.0,0.8628709,0.45950457,0.69799376,0.37869975,0.54339343,0.4351824,0.0,0.0,0.0,0.25724575,0.003996316,6.2082814e-05
4287,0.3477053,0.074074075,0.013828614,0.0,0.0,0.05531915,0.027251378,0.0,0.08205128,0.27412328,0.0,0.11111111,0.71428573,0.75,0.625,0.42105263,1.0,0.0,1.0,0.78834236,0.54047644,0.5409247,0.72512764,0.6789754,0.48181307,0.0061835167,0.0031600131,0.0007023306,0.0011695914,0.00059770595,0.00030545055
4288,0.7855317,0.037037037,0.013357853,0.0,0.0,0.08510638,0.04033911,0.0,0.047213715,0.0,0.0,0.7777778,0.42857143,0.25,0.0,0.21052632,1.0,0.0,0.0,0.46692273,0.15551397,0.1846255,0.28466538,0.6565866,0.7325272,0.0,0.0,0.0,0.19047081,0.027039012,0.0038384262
4289,0.30881208,0.44444445,0.11842589,0.0,0.0,0.053900708,0.023221586,0.03409091,0.07824675,0.096242525,0.0,0.22222222,0.71428573,0.8333333,0.0,0.68421054,1.0,0.0,0.0,0.8513646,0.3478758,0.7011164,0.720604,0.5373913,0.20215775,0.0016943609,0.00044326845,0.0002532507,0.0080807535,0.0021140378,0.0005530617
4290,0.6755195,0.22222222,0.042123333,0.0,0.0,0.07092199,0.01447392,0.0,0.050802138,0.047247577,0.0,0.11111111,0.14285715,0.8333333,0.0,0.21052632,1.0,0.0,1.0,0.48789376,0.4929826,0.69115317,0.8396804,0.40881935,0.29632708,0.0002245483,0.00014603228,0.00021674557,0.0011695914,0.0007606298,0.0004946664
4291,0.28592065,0.14814815,0.070663236,0.0,0.0,0.1035461,0.037068017,0.06666666,0.16902614,0.0,0.0,0.8888889,0.71428573,0.8333333,0.0,0.21052632,1.0,1.0,0.0,0.5197679,0.2981342,0.54960734,0.18110484,0.87375396,0.30957302,0.0,0.0,0.0,0.25724575,0.039853074,0.0061741252
4292,0.48638737,0.44444445,0.21749443,0.041666668,0.0062760483,0.029787235,0.020650093,0.04516129,0.1256668,0.272077,0.0,0.11111111,0.14285715,0.8333333,0.0,0.57894737,1.0,0.0,1.0,0.4823214,0.45803857,0.5885058,0.8805269,0.24199103,0.37386945,0.0061017345,0.0016998685,0.00020733269,0.0011695914,0.00032583388,9.077333e-05
4293,0.7091899,0.18518518,0.055277675,0.041666668,0.012748223,0.04822695,0.042510178,0.082239375,0.14996345,0.011190204,0.0,0.8888889,0.71428573,0.8333333,0.75,0.21052632,1.0,0.0,0.0,0.82557,0.6755643,0.7744231,0.54732686,0.5113343,0.5173667,7.875642e-05,5.8325513e-06,2.4686658e-05,0.25724575,0.019051135,0.001410891
4294,0.35848427,0.11111111,0.005001839,0.0,0.0,0.025531914,0.0063698227,0.0,0.099999994,0.0,0.0,0.22222222,0.14285715,0.8333333,0.125,0.15789473,1.0,1.0,0.0,0.3419321,0.36241338,0.5618999,0.19143826,0.4640276,0.2152801,0.0,0.0,0.0,0.0080807535,0.0010152307,0.00012754918
4295,0.8637626,0.074074075,0.005001839,0.0,0.0,0.028368793,0.022128295,0.06349206,0.22380951,0.11313729,0.0,0.11111111,0.71428573,0.75,0.0,0.2631579,1.0,0.0,0.0,0.73559,0.42304033,0.71504605,0.5749353,0.6755182,0.207673,0.0012103886,0.00032136572,8.3874314e-05,0.0011695914,0.00031053385,8.244868e-05
4296,0.07023002,0.0,0.0,0.0,0.0,0.0014184397,0.0,1.0,1.0,0.0,0.0,0.44444445,0.71428573,0.8333333,0.0,0.36842105,1.0,0.0,0.0,0.7930141,0.39459702,0.31494954,0.44663477,0.3454205,0.36514655,0.0,0.0,0.0,0.0497243,0.00019167192,7.388365e-07
4297,0.35626182,0.037037037,0.008297169,0.0,0.0,0.024113474,0.009507319,0.23888889,0.25925925,0.0,0.0,0.44444445,0.14285715,0.8333333,0.625,0.42105263,1.0,0.0,0.0,0.59487724,0.67871106,0.5041415,0.6210675,0.42289996,0.5808554,0.0,0.0,0.0,0.0497243,0.0032219607,0.00020877179
4298,0.61362374,0.074074075,0.0038249355,0.0,0.0,0.024113474,0.0032779186,0.11764706,0.19117647,0.0,0.0,0.33333334,0.42857143,0.25,0.75,0.36842105,1.0,0.0,0.0,0.64653224,0.44671384,0.1524952,0.5165655,0.74537987,0.7456952,0.0,0.0,0.0,0.02380886,0.0019719694,0.00016332843
4299,0.06689632,0.0,0.0,0.0,0.0,0.06666667,0.009952555,0.0,0.0,0.0,0.0,0.5555556,0.14285715,0.083333336,0.0,0.21052632,0.5,0.0,0.0,0.47431543,0.1739853,0.4886929,0.5890579,0.66539115,0.72558135,0.0,0.0,0.0,0.08625292,0.0125989765,0.001840334
4300,0.38770974,0.0,0.0,0.0,0.0,0.11347517,0.012533347,0.0,0.0175,0.0,0.0,0.11111111,0.14285715,0.8333333,0.75,0.42105263,1.0,0.0,0.0,0.57604843,0.72401834,0.44126776,0.8220173,0.5118983,0.59327585,0.0,0.0,0.0,0.0011695914,0.001193185,0.0012172543
4301,0.8816535,0.074074075,0.0068260394,0.0,0.0,0.004255319,0.0,0.39999998,0.59999996,0.0,0.0,0.5555556,0.14285715,0.8333333,0.75,0.15789473,0.5,0.0,0.0,0.57281655,0.7293917,0.50485265,0.53181267,0.51494604,0.46507213,0.0,0.0,0.0,0.08625292,0.0008289401,7.96659e-06
4302,0.7451939,0.0,0.0,0.0,0.0,0.004255319,0.008722358,0.0,0.33333334,0.0,0.0,0.11111111,0.0,0.25,0.75,0.42105263,1.0,0.0,0.0,0.5164953,0.630604,0.17326638,0.5601321,0.58368576,0.7206125,0.0,0.0,0.0,0.0011695914,4.713716e-05,1.8997331e-06
4303,0.755195,0.0,0.0,0.0,0.0,0.009929078,0.00061353506,0.14285713,0.17142856,0.0,0.0,0.11111111,0.14285715,0.8333333,0.0,0.21052632,1.0,0.0,0.0,0.4424319,0.4497662,0.6393819,0.71913517,0.5120912,0.22902915,0.0,0.0,0.0,0.0011695914,0.0001096774,1.02849e-05
4304,0.18824314,0.11111111,0.012357485,0.0,0.0,0.014184397,0.011035816,0.0,0.055555556,0.0,0.0,0.22222222,0.14285715,0.8333333,0.875,0.42105263,1.0,1.0,0.0,0.225808,0.5152368,0.44591418,0.29395065,0.60258746,0.29983494,0.0,0.0,0.0,0.0080807535,0.0005671729,3.9808805e-05
4305,0.54550505,0.0,0.0,0.0,0.0,0.0056737587,0.0019273598,0.0,0.0,0.23611178,0.0,0.7777778,0.42857143,0.25,0.0,0.21052632,1.0,0.0,1.0,0.5012777,0.073380105,0.15058517,0.31948858,0.5517465,0.7381927,0.025852038,0.00025421096,6.785168e-06,0.19047081,0.0018729576,1.8417362e-05
4306,0.6191799,0.074074075,0.015888194,0.0,0.0,0.015602837,0.003454033,0.102564104,0.14743589,0.0,0.0,0.22222222,0.42857143,0.25,0.25,0.10526316,1.0,0.0,0.0,0.5326774,0.2812778,0.20190087,0.4861552,0.7875887,0.6443502,0.0,0.0,0.0,0.0080807535,0.0006234547,4.810143e-05
4307,0.12868096,0.037037037,0.014122839,0.0,0.0,0.07375886,0.037153836,0.083333336,0.22839504,0.046278,0.0,0.22222222,0.14285715,0.8333333,0.75,0.6315789,1.0,0.0,0.0,0.63724416,0.5848946,0.38445336,0.74201775,0.34908617,0.6088924,0.00041068796,0.0001456455,0.00022911427,0.0080807535,0.002865741,0.0010163004
4308,0.2842538,0.33333334,0.044594828,0.0,0.0,0.076595746,0.038236827,0.023391815,0.047049437,0.0067478134,0.0,0.8888889,0.71428573,0.8333333,0.0,0.6315789,1.0,1.0,1.0,0.5123944,0.24839133,0.49623528,0.14657728,0.7408571,0.36424938,2.8764502e-05,3.3380084e-06,3.6632257e-05,0.25724575,0.029852368,0.003464251
4309,0.9904434,0.0,0.0,0.0,0.0,0.018439716,0.0052865623,0.15384614,0.34615386,0.0,0.0,0.7777778,0.42857143,0.25,0.25,0.36842105,1.0,1.0,0.0,0.12688728,0.8844134,0.56579185,0.55918974,0.6176887,0.53590035,0.0,0.0,0.0,0.19047081,0.006048775,0.00019209071
